id,title,author,publisher,publishedAt,isbn,image,category,,,,,,,,,,,,,,,,,
432,"포스트 코로나, 비대면사회의 기술 혁명 클라우드",윤혜식,미디어샘,,,,클라우드,,,,,,,,,,,,,,,,,
433,포워드 2019 미래를 읽다,차두원 외 8명,한스미디어,,,,자기계발,,,,,,,,,,,,,,,,,
434,"프로그래머, 수학의 시대",이재현,로드북,,,,기술 교양,,,,,,,,,,,,,,,,,
435,프로그래머가 되기 전에 알았더라면 좋았을 것들 - 격한 공감! 읽기만 해도 몸값이 올라간다,고마타 미쓰유키,스포트라잇북,,,,기술 교양,,,,,,,,,,,,,,,,,
436,프로그래머로 산다는 것,"유석문, 황상철, 하호진, 이상민, 김성박",로드북,,,,자기계발,,,,,,,,,,,,,,,,,
437,"프로그래머의 길, 멘토에게 묻다","데이브 후버,애디웨일 오시나이",인사이트,,,,기술 교양,,,,,,,,,,,,,,,,,
438,"프로그래밍 면접, 이렇게 준비한다","존 몽건, 노아 킨들러, 에릭 기게리",한빛미디어,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
439,프로그래밍 패턴 - 프로그램을 작성하는 33가지 방법,크리스티나 로페즈,위키북스,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
440,프로일잘러를 위한 슬기로운 아이패드 생활,이지은,천그루숲,,,,기술 교양,,,,,,,,,,,,,,,,,
441,프로젝트가 서쪽으로 간 까닭은 - 프로젝트 군상의 86가지 행동 패턴,톰 드마르코,인사이트,,,,기술 교양,,,,,,,,,,,,,,,,,
442,프로크리에이트로 시작하는 아이패드 드로잉,수지(허수정),책밥,,,,디자인/자격증,,,,,,,,,,,,,,,,,
443,프리-오픈소스 소프트웨어 혁명의 역사,크리스토퍼 토찌,지식함지,,,,기술 교양,,,,,,,,,,,,,,,,,
444,피터 드러커 자기경영노트,피터 F. 드러커,한국경제신문사,,,,자기계발,,,,,,,,,,,,,,,,,
445,핀란드 교육에서 미래 교육의 답을 찾다,키르스티 론카,테크빌교육(즐거운학교),,,,교육,,,,,,,,,,,,,,,,,
446,하드씽,벤 호로위츠,36.5,,,,기술 교양,,,,,,,,,,,,,,,,,
447,하버드 상위 1퍼센트의 비밀 - 신호를 차단하고 깊이 몰입하라,정주영,한국경제신문,,,,인문학,,,,,,,,,,,,,,,,,
448,"하이브리드 앱을 구현하는 기술 - HTML5, 자바스크립트, 코도바(폰갭)로 만드는 안드로이드와 iOS 앱 개발","구보타 미츠노리,아시알 주식회사 (지은이)",한빛미디어,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
449,학습분석학의 이해,"조일현, 박연정, 김정현",박영story,,,,교육,,,,,,,,,,,,,,,,,
450,한 권으로 배우는 파이썬 기초 & 알고리즘 사고법,"Aristides Bouras, Loukia Ainarozidou",제이펍,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
451,한 권으로 정리하는 4차 산업혁명,최진기,이지퍼블리싱,,,,기술 교양,,,,,,,,,,,,,,,,,
452,한국 IT산업의 멸망,김인성,북하우스,,,,기술 교양,,,,,,,,,,,,,,,,,
453,한눈에 보이는 무료 글꼴 가이드 : 영어편,탁연상,DigitalNew,,,,디자인/자격증,,,,,,,,,,,,,,,,,
454,한눈에 보이는 무료 글꼴 가이드 : 한글편,탁연상,DigitalNew,,,,디자인/자격증,,,,,,,,,,,,,,,,,
455,한상기의 소셜미디어 특강,한상기,에이콘,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
456,한입에 웹 크롤링,"김경록, 서영덕",비제이퍼블릭,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
457,함께 자라기 애자일로 가는 길,김창준,인사이트,,,,기술 교양,,,,,,,,,,,,,,,,,
458,함수형 자바스크립트 프로그래밍,유인동,인사이트,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
459,"해커, 광기의 랩소디",스티븐 레비,한빛미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
460,해커와 화가,폴 그레이엄,한빛미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
461,핵심만 골라 배우는 SwiftUI 기반의 iOS 프로그래밍,닐 스미스,제이펍,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
462,핵심만 골라 배우는 SwiftUI 기반의 iOS 프로그래밍,닐 스미스,제이펍,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
463,행복의 기원 - 인간의 행복은 어디서 오는가,서은국,21세기북스,,,,인문학,,,,,,,,,,,,,,,,,
464,"혁신의 후원자 벤처캐피털 - 스타트업의 파트너, 모험 자본주의의 주역",권오상,클라우드나인,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
465,현금흐름분석,김명철,한국금융연수원,,,,인문학,,,,,,,,,,,,,,,,,
466,호모 모빌리언스,이민화,북콘서트,,,,인문학,,,,,,,,,,,,,,,,,
467,혼자 공부하는 파이썬 - 파이썬 최신 버전 반영,윤인성 (지은이),한빛미디어,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
468,혼자 있는 시간의 힘,사이토 다카시,위즈덤하우스,,,,자기계발,,,,,,,,,,,,,,,,,
469,홀로 성장하는 시대는 끝났다,이소영,더메이커,,,,자기계발,,,,,,,,,,,,,,,,,
470,후니의 쉽게 쓴 시스코 네트워킹,진강훈,성안당,,,,네트워크,,,,,,,,,,,,,,,,,
471,힘든 시대를 위한 좋은 경제학,"아비지트 배너지,에스테르 뒤플로",생각의힘,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
472,Adopting InnerSource,Danese Cooper & Klaas-Jan Stol,OREILLY,,,,기술 교양,,,,,,,,,,,,,,,,,
473,AI 마인드,마틴 포드,터닝포인트,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
474,AI 슈퍼파워,리카이푸,이콘,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
475,AI 최강의 수업,김진형,매일경제신문사,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
476,"AI시대, 문과생은 이렇게 일합니다.",노구치 류지,시그마 북스,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
477,Algorithms Fourth Edition,"로버트 세지윅, 케빈 웨인",길벗,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
478,ARM과 Cortex시리즈 코어를 위한 IAR Embedded Workbench 컴파일러와 디버거,김철원,지앤선,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
479,Beyond the Twelve-Factor App,Kevin Hoffman,OREILLY,,,,기술 교양,,,,,,,,,,,,,,,,,
480,Boot Spring Boot! - 한 권으로 정리하는 스프링 부트 A to Z,김지헌 (지은이),지&선(지앤선),,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
481,Business Model Generation - 비즈니스 모델의 탄생,알렉산더 오스터왈더,타임비즈,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
482,C & C++ 시큐어 코딩,로버트 시코드,에이콘,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
483,C 포인터의 이해와 활용,리차드 M. 리즈,제이펍,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
484,C++ 기초 플러스,스테판 프라다,성안당,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
485,C++로 시작하는 객체지향 프로그래밍,Y. Daniel Liang,도서출판 ITC,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
486,C로 쓴 자료구조론,Ellis Horowitz,교보문고(교재),,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
487,C로 쓴 자료구조론,이석호,교보문고,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
488,C언어로 쉽게 풀어쓴 자료구조,"천인국,공용해,하상호",생능출판사,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
489,C언어의 정석,남궁성,도우출판,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
490,COMPASS,"피터 시스코,일레인 비치,조지 할렌베크",피에스아이컨설팅(PSI컨설팅),,,,조직/실무,,,,,,,,,,,,,,,,,
491,D3.js,스캇 머레이,인사이트,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
492,Data-Driven UX,편집부,포그리트,,,,디자인/자격증,,,,,,,,,,,,,,,,,
493,DDD Start! - 도메인 주도 설계 구현과 핵심 개념 익히기,최범균,지&선(지앤선),,,,기술 교양,,,,,,,,,,,,,,,,,
494,Debug It! 실용주의 디버깅 - 소프트웨어 개발자가 꼭 알아야 할 디버깅의 정석,폴 부처,에이콘출판,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
495,Debugging Teams,Brian W.Fitzpatcrick 외 1,O`REILLY,,,,기술 교양,,,,,,,,,,,,,,,,,
496,Developing Serverless Applications,Raymond Camden,OREILLY,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
497,Do it 자료구조와 함께 배우는 알고리즘 입문 - C 언어 편,Bohyoh Shibata,이지스퍼블리싱,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
498,Do it! 쉽게 배우는 R 데이터 분석,김영우,이지스퍼블리싱,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
499,Do it! 스위프트로 아이폰 앱 만들기,"송호정, 이범근",이지스퍼블리싱,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
500,Do it! 안드로이드 앱 프로그래밍,정재곤,이지스퍼블리싱,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
501,Do it! 웹사이트 기획 입문,이정원,이지스퍼블리싱,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
502,Do it! 자료구조와 함께 배우는 알고리즘 입문 - 파이썬 편,Bohyoh Shibata,이지스퍼블리싱,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
503,"Do it! 자바 프로그래밍 입문 - 개발 실무 10년, 강의 10년! 명강사의 기초 튼튼 코딩 밥상! ",박은종 (지은이),이지스퍼블리싱,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
504,Do it! 점프 투 파이썬 - 전면 개정판,박응용 (지은이),이지스퍼블리싱,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
505,Do it! 점프 투 파이썬 - 파이썬 3버젼,박응용,이지스 퍼블리싱,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
506,Do it! 정직하게 코딩하며 배우는 딥러닝 입문,박해선,이지스퍼블리싱,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
507,Do it! HTML5+CSS3 웹 표준의 정석,고경희,이지스퍼블리싱,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
508,Do it! Node.js 프로그래밍,정재곤,이지스퍼블리싱,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
509,Effective C++ 3판,스콧 마이어스,Pearson,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
510,Effective Java Second Edition,Joshua Bloch,Pearson,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
511,Effective Modern C++,Scott Meyers,O'REILLY,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
512,Extending Swift Value(s) to the Server,David Ungar,OREILLY,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
513,Game Engine Architecture,Jason Gregory,CRC Press,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
514,GAN 인 액션 텐서플로 2.x와 케라스로 구축하는 생성적 적대 신경망,"야쿠프 란그르, 블라디미르 보크",박해선,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
515,GoF의 디자인 패턴,"에릭 감마, 리처드 헬름, 랄프 존슨, 존 블리시디스",Pearson,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
516,Head First C#,"엔드류 스텔만, 제니퍼 그린",한빛미디어,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
517,Head First Design Patterns,"에릭 프리먼, 엘리자베스 프리먼, 케이시 시에라, 버트 베이츠",O'REILLY,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
518,hello coding 그림으로 개념을 이해하는 알고리즘,아디트야 바르가바,한빛미디어,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
519,HTTP 완벽 가이드,"데이빗 고울리 , 브라이언 토티 , 마조리 세이어 , 세일루 레디 , 안슈 아가왈 ",인사이트,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
520,Introduction to Algorithms,"Thomas H. Cormen. Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",한빛미디어,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
521,INTRODUCTION TO COMPUTER SCIENCE USING PYTHON A COMPUTATIONAL PROBLEM-SOLVING FOCUS,찰스 디어바흐,WILEY,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
522,Introduction to Computing and Programming in Python,Mark Guzdial,PEARSON,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
523,IOT 사물인터넷을 위한 파이썬 네트워크 프로그래밍,"서열규, 전희성",복두,,,,네트워크,,,,,,,,,,,,,,,,,
524,"IT 아키텍트가 하지 말아야 할 128가지 - 설계, 방법론, 구축.테스트, 운용, 보안",니케이시스템즈,로드북,,,,기술 교양,,,,,,,,,,,,,,,,,
525,IT 엔지니어로 사는 법 1 - 진로와 취업과 이직을 위한 성장 이야기,"권순용,변동구,조정원,최경철,김은영,김진성,서태호,최성곤 ",비팬북스,,,,기술 교양,,,,,,,,,,,,,,,,,
526,IT 엔지니어를 위한 네트워크 입문,"고재성, 이상훈",길벗,,,,네트워크,,,,,,,,,,,,,,,,,
527,IT 인프라시대의 대한민국 IT,김수보,재승출판,,,,기술 교양,,,,,,,,,,,,,,,,,
528,"IT 전문가로 사는 법 - IT 개발자, 엔지니어, 컨설턴트의 길을 걸어가는 당신을 위한 안내서",장동인,한빛미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
529,IT신화를 이끈 아버지가 보내는 편지,"한기철, 김대용, 김명준",전자신문사,,,,자기계발,,,,,,,,,,,,,,,,,
530,KAIST 김진형 교수에게 듣는 AI 최강의 수업,김진형,매일경제신문사,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
531,Kernighan의 C 언어 프로그래밍,"Brian W. Kernighan, Dennis M. Richie",,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
532,Kubernetes In Action,마르코 룩샤,MANNING,,,,클라우드,,,,,,,,,,,,,,,,,
533,"Learning PHP, MySQL, JavaScript, & CSS",로빈 닉슨,에이콘,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
534,Linux Internals,Moshe Bar,테크북,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
535,Maker Pro 메이커 프로,존 베이첼,한빛미디어,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
536,Mano의 컴퓨터시스템구조 제 3판,M.Morris Mano,프로텍미디어,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
537,Mano의 컴퓨터시스템구조 제 3판,김종상 옮김,프로텍미디어,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
538,Microsoft Azure Essentials: Fundamentals of Azure,"Michael Collier, Robin Shahan",Microsoft,,,,클라우드,,,,,,,,,,,,,,,,,
539,MySQL로 배우는 데이터베이스 개론과 실습,"박우창, 남송휘, 이현룡",한빛아카데미,,,,데이터베이스,,,,,,,,,,,,,,,,,
540,Nginx HTTP 서버,끌레망 네델꾸,에이콘출판사,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
541,Node.js 디자인패턴,"Mario Casciaro, Luciano Mammino ",영진닷컴,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
542,OKR - 전설적인 벤처투자자가 구글에 전해준 성공 방식,존 도어,세종서적,,,,인문학,,,,,,,,,,,,,,,,,
543,OpenCV 4 마스터 3/e,"로이 실크롯, 데이비드 밀란 에스크리바",에이콘출판,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
544,Operating System Concepts 에센셜,Abraham Silberschatz,홍릉과학출판사,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
545,Operating System Concepts Ninth Edition,"Abraham Silberschatz, Peter B. Galvin, Greg Gagne",WILEY,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
546,Out of Our Minds,"Robinson, Ken",John Wiley & Sons Inc,,,,자기계발,,,,,,,,,,,,,,,,,
547,Python for Scientists (Paperback),John M. Stewart (지은이),Cambridge University Press,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
548,Python in Education,Nicholas H. Tollervey,OREILLY,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
549,Python Web Frameworks,Carlos de la Guardia,OREILLY,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
550,R과 데이터 사이언스,"최현희, 최영랑",지앤선,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
551,R을 활용한 계량분석 강의노트,최유진,윤성사,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
552,"Re-스타트, 다시 시작하는 교육","김선,강성우",혜화동,,,,교육,,,,,,,,,,,,,,,,,
553,Real MySQL,이성욱,위키북스,,,,데이터베이스,,,,,,,,,,,,,,,,,
554,Securing Microservice APIs,"Matt McLarty, Rob Wilson",OREILLY,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
555,SQL로 분석하고 Tableau로 시각화하자,모원서,비제이퍼블릭,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
556,"swedu, 정보적 사고에서 인공 지능까지",김현철,한빛아카데미(교재),,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
557,"TCP/IP 쉽게, 더 쉽게",리브로웍스,제이펍,,,,네트워크,,,,,,,,,,,,,,,,,
558,TCP/IP가 보이는 그림책,"ANK Co., Ltd. ",성안당,,,,네트워크,,,,,,,,,,,,,,,,,
559,The 친절한 코틀린 앱 프로그래밍,정재곤,책장,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
560,The Art of Game Design,제시 셸,에이콘,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
561,The C++ Programming Language (Fourth Edition),비야네 스트롭스트룹,에이콘출판,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
562,THE OFFICIAL SCRATCHJR BOOK,"MARINA UMASCHI, MITCHEL RESNICK",no starch press,,,,교육,,,,,,,,,,,,,,,,,
563,Understanding the InnerSource Checklist,Silona Bonewald,OREILLY,,,,기술 교양,,,,,,,,,,,,,,,,,
564,UX/UI의 10가지 심리학 법칙,존 야블론스키,책만,,,,디자인/자격증,,,,,,,,,,,,,,,,,
565,War of IT - 전쟁사를 통해서 본 IT 기업의 패권 다툼,김영욱,지앤선,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
566,What The Best College Teachers Do,Ken Bain,Harvard,,,,교육,,,,,,,,,,,,,,,,,
567,ZERO to ONE,피터 틸,한국경제신문,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
